#,Product Categories,Product Name, Price MXN , Price USD ,Brand,Colour,Product Label,Stock,Sells,Projected Restocking,Purchase Rate
44,Drugstore,ELIGARD,"$7,727.04 ",$415.43 ,SHERING-PLOUGH,N/A,DRSHN/ELI,220,41,18.64%,19%
45,Drugstore,BENEFIX,"$26,223.36 ","$1,409.86 ",SHERING-PLOUGH,N/A,DRSHN/BEN,271,69,25.46%,25%
46,Drugstore,MAMISAN,$480.00 ,$25.81 ,SHERING-PLOUGH,N/A,DRSHN/MAM,114,7,6.14%,6%
47,Drugstore,NEUROTIN,"$1,052.16 ",$56.57 ,SHERING-PLOUGH,N/A,DRSHN/NEU,240,83,34.58%,35%
48,Drugstore,XALKORI,"$95,452.80 ","$5,131.87 ",SHERING-PLOUGH,N/A,DRSHN/XAL,253,92,36.36%,36%
49,Drugstore,CELEBREX,"$10,066.56 ",$541.21 ,SHERING-PLOUGH,N/A,DRSHN/CEL,175,36,20.57%,21%
50,Drugstore,SIMPONI,"$28,320.00 ","$1,522.58 ",JHONSON,N/A,DRJHN/SIM,253,13,5.14%,5%
51,Drugstore,VICODIN,$982.77 ,$52.84 ,JHONSON,N/A,DRJHN/VIC,264,88,33.33%,33%
52,Drugstore,VIAGRA,$576.87 ,$31.01 ,JHONSON,N/A,DRJHN/VIA,257,77,29.96%,30%
53,Drugstore,GENOTROPIN,"$5,007.33 ",$269.21 ,JHONSON,N/A,DRJHN/GEN,262,82,31.30%,31%
54,Drugstore,ELIGARD,"$9,900.27 ",$532.27 ,JHONSON,N/A,DRJHN/ELI,162,20,12.35%,12%
55,Drugstore,BENEFIX,"$33,598.68 ","$1,806.38 ",JHONSON,N/A,DRJHN/BEN,138,8,5.80%,6%
56,Drugstore,MAMISAN,$615.00 ,$33.06 ,JHONSON,N/A,DRJHN/MAM,106,93,87.74%,88%
57,Drugstore,NEUROTIN,"$1,348.08 ",$72.48 ,JHONSON,N/A,DRJHN/NEU,139,32,23.02%,23%
58,Drugstore,XALKORI,"$122,298.90 ","$6,575.21 ",JHONSON,N/A,DRJHN/XAL,308,39,12.66%,13%
59,Drugstore,CELEBREX,"$12,897.78 ",$693.43 ,JHONSON,N/A,DRJHN/CEL,328,94,28.66%,29%
60,Computers,3AIR,"$25,000.00 ","$1,344.09 ",APPLE,WHITE,COAPWH3AI,292,8,2.74%,3%
61,Computers,M2AIR,"$27,000.00 ","$1,451.61 ",APPLE,WHITE,COAPWHM2A,312,94,30.13%,30%
62,Computers,PROMAC,"$30,000.00 ","$1,612.90 ",APPLE,WHITE,COAPWHPRO,250,100,40.00%,40%
63,Computers,2AIR,"$28,000.00 ","$1,505.38 ",APPLE,WHITE,COAPWH2AI,306,27,8.82%,9%
64,Computers,LIGZ,"$16,000.00 ",$860.22 ,LEONOVO,PINK,COLEPILIG,200,69,34.50%,35%
65,Computers,THINKPAD,"$21,000.00 ","$1,129.03 ",LEONOVO,BLUE,COLEBLTHI,153,73,47.71%,48%
66,Computers,TUFX506,"$6,500.00 ",$349.46 ,ASUS,GREY,COASGRTUF,252,9,3.57%,4%
67,Computers,SENDBOOK,"$13,000.00 ",$698.92 ,ASUS,BLUE,COASBLSEN,187,46,24.60%,25%
68,Computers,FLYBOOK,"$14,500.00 ",$779.57 ,ASUS,PINK,COASPIFLY,205,60,29.27%,29%
69,Computers,E4010,"$15,000.00 ",$806.45 ,ASUS,RED,COASREE40,161,75,46.58%,47%
70,Computers,VIVOBOOK,"$16,000.00 ",$860.22 ,ASUS,BLACK,COASBLVIV,305,37,12.13%,12%
71,Computers,8SURFACE,"$42,000.00 ","$2,258.06 ",MICROSOFT,WHITE,COMIWH8SU,174,81,46.55%,47%
72,Computers,PROSURFACE,"$61,000.00 ","$3,279.57 ",MICROSOFT,WHITE,COMIWHPRO,144,24,16.67%,17%
73,Computers,XSURFACE,"$30,000.00 ","$1,612.90 ",MICROSOFT,BLACK,COMIBLXSU,320,52,16.25%,16%
74,Computers,THINSURFACE,"$21,000.00 ","$1,129.03 ",MICROSOFT,GREY,COMIGRTHI,193,66,34.20%,34%
75,Computers,STUDIOSURFACE,"$25,000.00 ","$1,344.09 ",MICROSOFT,GREY,COMIGRSTU,198,50,25.25%,25%
76,Computers,DYNABOOK,"$13,000.00 ",$698.92 ,TOSHIBA,BLACK,COTOBLDYN,135,87,64.44%,64%
77,Computers,SATELLITE,"$7,000.00 ",$376.34 ,TOSHIBA,BLACK,COTOBLSAT,162,42,25.93%,26%
78,Computers,TECRABOOK,"$12,000.00 ",$645.16 ,TOSHIBA,BLACK,COTOBLTEC,242,50,20.66%,21%
79,Computers,MG09A,"$19,988.00 ","$1,074.62 ",TOSHIBA,BLACK,COTOBLMG0,101,17,16.83%,17%
80,Computers,PORTEGE,"$15,000.00 ",$806.45 ,TOSHIBA,BLACK,COTOBLPOR,295,99,33.56%,34%
81,Computers,HW10,"$30,000.00 ","$1,612.90 ",HUAWEI,GREY,COHUGRHW1,289,48,16.61%,17%
82,Computers,HW11,"$27,000.00 ","$1,451.61 ",HUAWEI,GREY,COHUBLHW1,277,33,11.91%,12%
83,Computers,ALIENWARE,"$45,000.00 ","$2,419.35 ",DELL,BLACK,CODEBLALI,226,14,6.19%,6%
84,Computers,INSPIRON,"$25,000.00 ","$1,344.09 ",DELL,GREY,CODEGRINS,148,6,4.05%,4%
85,Computers,ALLINONE,"$27,000.00 ","$1,451.61 ",DELL,GREY,CODEGRALL,103,42,40.78%,41%
86,Computers,LATITUDE,"$22,000.00 ","$1,182.80 ",DELL,GREY,CODEGRLAT,242,43,17.77%,18%
87,Computers,GAMER,"$45,000.00 ","$2,419.35 ",DELL,BLACK,CODEBLGAM,322,24,7.45%,7%
88,Computers,XPS,"$27,000.00 ","$1,451.61 ",DELL,BLACK,CODEBLXPS,215,66,30.70%,31%
89,Computers,PCDELL,"$20,000.00 ","$1,075.27 ",DELL,BLACK,CODEBLPCD,349,69,19.77%,20%
90,Cloths,JEAN,"$3,000.00 ",$161.29 ,STUDIOF,BLUE,CLSTBLJEA,312,68,21.79%,22%
91,Cloths,SKINJEAN,"$3,200.00 ",$172.04 ,STUDIOF,NAVY BLUE,CLSTNASKI,316,83,26.27%,26%
92,Cloths,SHIRT,"$1,000.00 ",$53.76 ,STUDIOF,RED,CLSTRESHI,305,23,7.54%,8%
93,Cloths,DRESS,"$2,000.00 ",$107.53 ,STUDIOF,GREEN,CLSTGRDRE,103,14,13.59%,14%
94,Cloths,T-SHIRT,"$1,500.00 ",$80.65 ,CALVIN KLEIN,WHITE,CLCAWHT-S,203,20,9.85%,10%
95,Cloths,JEAN,"$1,200.00 ",$64.52 ,CALVIN KLEIN,BLACK,CLCABLJEA,344,36,10.47%,10%
96,Cloths,SHIRT,"$1,200.00 ",$64.52 ,CALVIN KLEIN,BLACK,CLCABLSHI,103,14,13.59%,14%
97,Cloths,COAT,"$2,000.00 ",$107.53 ,CALVIN KLEIN,NAVY BLUE,CLCANACOA,134,64,47.76%,48%
98,Cloths,COAT,"$2,500.00 ",$134.41 ,TOMMY HILFIGER,BLUE,CLTOBLCOA,204,29,14.22%,14%
99,Cloths,JEAN,"$2,600.00 ",$139.78 ,TOMMY HILFIGER,BLUE,CLTOBLJEA,160,71,44.38%,44%
100,Cloths,SHIRT,$800.00 ,$43.01 ,TOMMY HILFIGER,RED,CLTORESHI,246,31,12.60%,13%
101,Cloths,T-SHIRT,"$1,100.00 ",$59.14 ,TOMMY HILFIGER,BLUE,CLTOBLT-S,258,14,5.43%,5%
102,Cloths,SHIRT,$300.00 ,$16.13 ,ZARA,RED,CLZARESHI,123,43,34.96%,35%
103,Cloths,T-SHIRT,"$1,000.00 ",$53.76 ,ZARA,RED,CLZARET-S,194,71,36.60%,37%
104,Cloths,JEAN,"$1,200.00 ",$64.52 ,ZARA,SMOKE,CLZASMJEA,345,31,8.99%,9%
105,Cloths,COAT,"$2,100.00 ",$112.90 ,ZARA,BLUE,CLZABLCOA,254,97,38.19%,38%
106,Cloths,T-SHIRT,$500.00 ,$26.88 ,H&M,GREEN,CLH&GRT-S,105,61,58.10%,58%
107,Cloths,SHIRT,$200.00 ,$10.75 ,H&M,BLUE,CLH&BLSHI,154,68,44.16%,44%
108,Cloths,DRESS,$300.00 ,$16.13 ,H&M,YELLOW,CLH&YEDRE,186,79,42.47%,42%
109,Cloths,JEAN,$500.00 ,$26.88 ,H&M,BLUE,CLH&BLJEA,257,13,5.06%,5%
110,Cloths,COAT,$900.00 ,$48.39 ,H&M,BLACK,CLH&BLCOA,130,33,25.38%,25%
111,Cloths,T-SHIRT,"$3,000.00 ",$161.29 ,RALPH LAUREN,GREEN,CLRAGRT-S,270,12,4.44%,4%
112,Cloths,SHIRT,"$2,000.00 ",$107.53 ,RALPH LAUREN,RED,CLRARESHI,112,44,39.29%,39%
113,Cloths,JEAN,"$1,800.00 ",$96.77 ,RALPH LAUREN,GREEN,CLRAGRJEA,100,4,4.00%,4%
114,Cloths,BOXER,$500.00 ,$26.88 ,RALPH LAUREN,GREEN,CLRAGRBOX,207,82,39.61%,40%
115,Cloths,COAT,"$2,000.00 ",$107.53 ,RALPH LAUREN,BLUE,CLRABLCOA,119,37,31.09%,31%
116,Cloths,T-SHIRT,"$1,500.00 ",$80.65 ,BANANA REPUBLIC,YELLOW,CLBAYET-S,348,4,1.15%,1%
117,Cloths,SHIRT,"$1,200.00 ",$64.52 ,BANANA REPUBLIC,YELLOW,CLBAYESHI,286,41,14.34%,14%
118,Cloths,COAT,"$1,200.00 ",$64.52 ,BANANA REPUBLIC,PINK,CLBAPICOA,108,11,10.19%,10%
119,Cloths,JEAN,"$2,000.00 ",$107.53 ,BANANA REPUBLIC,BLUE,CLBABLJEA,128,35,27.34%,27%
120,Gamming,XSERIES,"$14,999.00 ",$806.40 ,MICROSOFT,BLACK,GAMIBLXSE,290,68,23.45%,23%
121,Gamming,SSERIES,"$5,999.00 ",$322.53 ,MICROSOFT,WHITE,GAMIWHSSE,347,78,22.48%,22%
122,Gamming,HEADSET,"$1,200.00 ",$64.52 ,MICROSOFT,BLACK,GAMIBLHEA,203,35,17.24%,17%
123,Gamming,CONTROLLER,"$1,200.00 ",$64.52 ,MICROSOFT,BLACK,GAMIBLCON,158,13,8.23%,8%
124,Gamming,CONTROLLER,"$1,200.00 ",$64.52 ,MICROSOFT,WHITE,GAMIWHCON,325,5,1.54%,2%
125,Gamming,CONTROLLER,"$1,200.00 ",$64.52 ,MICROSOFT,GRAY,GAMIGRCON,322,16,4.97%,5%
126,Gamming,SCONTROLLER,"$1,500.00 ",$80.65 ,MICROSOFT,GREEN,GAMIGRSCO,107,75,70.09%,70%
127,Gamming,SHEADSET,"$1,499.00 ",$80.59 ,MICROSOFT,BLACK,GAMIBLSHE,302,96,31.79%,32%
128,Gamming,FIFA23,"$1,299.00 ",$69.84 ,MICROSOFT,N/A,GAMIN/FIF,215,43,20.00%,20%
129,Gamming,MK11,$999.00 ,$53.71 ,MICROSOFT,N/A,GAMIN/MK1,276,35,12.68%,13%
130,Gamming,HEADSET,"$1,200.00 ",$64.52 ,SONY,WHITE,GASOWHHEA,141,34,24.11%,24%
131,Gamming,CONTROLLER,"$1,200.00 ",$64.52 ,SONY,WHITE,GASOWHCON,206,57,27.67%,28%
132,Gamming,CONTROLLER,"$1,200.00 ",$64.52 ,SONY,BLUE,GASOBLCON,305,67,21.97%,22%
133,Gamming,CONTROLLER,"$1,200.00 ",$64.52 ,SONY,PINK,GASOPICON,153,34,22.22%,22%
134,Gamming,SCONTROLLER,"$1,500.00 ",$80.65 ,SONY,RED,GASORESCO,213,6,2.82%,3%
135,Gamming,SHEADSET,"$1,499.00 ",$80.59 ,SONY,BLACK,GASOBLSHE,200,84,42.00%,42%
136,Gamming,FIFA23,"$1,299.00 ",$69.84 ,SONY,N/A,GASON/FIF,273,88,32.23%,32%
137,Gamming,MK11,$999.00 ,$53.71 ,SONY,N/A,GASON/MK1,131,37,28.24%,28%
138,Gamming,PS5,"$14,999.00 ",$806.40 ,SONY,WHITE,GASOWHPS5,109,29,26.61%,27%
139,Gamming,PS4,"$3,999.00 ",$215.00 ,SONY,BLACK,GASOBLPS4,225,16,7.11%,7%
140,Gamming,HEADSET,"$1,200.00 ",$64.52 ,NINTENDO,RED,GANIREHEA,184,34,18.48%,18%
141,Gamming,CONTROLLER,$999.00 ,$53.71 ,NINTENDO,RED,GANIRECON,241,69,28.63%,29%
142,Gamming,CONTROLLER,$999.00 ,$53.71 ,NINTENDO,BLUE,GANIBLCON,220,63,28.64%,29%
143,Gamming,CONTROLLER,$999.00 ,$53.71 ,NINTENDO,WHITE,GANIWHCON,177,29,16.38%,16%
144,Gamming,SCONTROLLER,"$1,199.00 ",$64.46 ,NINTENDO,BLACK,GANIBLSCO,212,24,11.32%,11%
145,Gamming,SHEADSET,"$1,499.00 ",$80.59 ,NINTENDO,RED,GANIRESHE,141,85,60.28%,60%
146,Gamming,FIFA23,"$1,299.00 ",$69.84 ,NINTENDO,N/A,GANIN/FIF,320,77,24.06%,24%
147,Gamming,MK11,$999.00 ,$53.71 ,NINTENDO,N/A,GANIN/MK1,278,96,34.53%,35%
148,Gamming,SWITCH,"$11,999.00 ",$645.11 ,NINTENDO,WHITE,GANIWHSWI,226,13,5.75%,6%
149,Gamming,DSNINTENDO,"$9,999.00 ",$537.58 ,NINTENDO,RED,GANIREDSN,151,16,10.60%,11%
153,Kitchen,AIR FRYER,"$4,000.00 ",$215.05 ,OSTER,RED,KIOSREAIR,302,28,9.27%,9%
159,Kitchen,BLENDER,"$1,500.00 ",$80.65 ,OSTER,BLACK,KIOSBLBLE,186,75,40.32%,40%
160,Kitchen,BLENDER,"$2,000.00 ",$107.53 ,BLACK & DECKER,BLACK,KIBLBLBLE,264,99,37.50%,38%
161,Kitchen,COFFEE MAKER,"$4,000.00 ",$215.05 ,BLACK & DECKER,BLACK,KIBLBLCOF,216,94,43.52%,44%
156,Kitchen,DISHWASHER,"$4,500.00 ",$241.94 ,MABE,WHITE,KIMAWHDIS,102,2,1.96%,2%
169,Kitchen,DISHWASHER,"$6,000.00 ",$322.58 ,ACROS,GREY,KIACGRDIS,283,70,24.73%,25%
172,Kitchen,DISHWASHER,"$5,050.00 ",$271.51 ,WHIRPOOL,WHITE,KIWHWHDIS,192,6,3.13%,3%
179,Kitchen,DISHWASHER,"$12,000.00 ",$645.16 ,GENERAL ELECTRIC,WHITE,KIGEWHDIS,197,90,45.69%,46%
154,Kitchen,ELECTRIC OVEN,"$4,900.00 ",$263.44 ,OSTER,GREY,KIOSGRELE,348,2,0.57%,1%
167,Kitchen,ELECTRIC OVEN,"$3,000.00 ",$161.29 ,ACROS,GREY,KIACGRELE,127,8,6.30%,6%
173,Kitchen,ELECTRIC OVEN,"$5,000.00 ",$268.82 ,WHIRPOOL,GREY,KIWHGRELE,268,54,20.15%,20%
177,Kitchen,ELECTRIC OVEN,"$4,900.00 ",$263.44 ,GENERAL ELECTRIC,WHITE,KIGEWHELE,310,100,32.26%,32%
155,Kitchen,FRIDGE,"$20,000.00 ","$1,075.27 ",MABE,WHITE,KIMAWHFRI,130,80,61.54%,62%
165,Kitchen,FRIDGE,"$15,000.00 ",$806.45 ,ACROS,GREY,KIACGRFRI,177,19,10.73%,11%
170,Kitchen,FRIDGE,"$14,000.00 ",$752.69 ,WHIRPOOL,GREY,KIWHGRFRI,107,11,10.28%,10%
178,Kitchen,FRIDGE,"$13,000.00 ",$698.92 ,GENERAL ELECTRIC,GREY,KIGEGRFRI,163,36,22.09%,22%
150,Kitchen,MICROWAVE OVEN,"$1,600.00 ",$86.02 ,OSTER,BLACK,KIOSBLMIC,253,74,29.25%,29%
157,Kitchen,MICROWAVE OVEN,"$2,500.00 ",$134.41 ,MABE,WHITE,KIMAWHMIC,127,91,71.65%,72%
168,Kitchen,MICROWAVE OVEN,"$3,000.00 ",$161.29 ,ACROS,GREY,KIACGRMIC,291,50,17.18%,17%
174,Kitchen,MICROWAVE OVEN,"$5,000.00 ",$268.82 ,WHIRPOOL,GREY,KIWHGRMIC,268,44,16.42%,16%
176,Kitchen,MICROWAVE OVEN,"$18,400.00 ",$989.25 ,GENERAL ELECTRIC,WHITE,KIGEWHMIC,329,45,13.68%,14%
164,Kitchen,MIXER,"$3,000.00 ",$161.29 ,BLACK & DECKER,BLACK,KIBLBLMIX,107,10,9.35%,9%
163,Kitchen,RICE COOKER,"$2,500.00 ",$134.41 ,BLACK & DECKER,BLACK,KIBLBLRIC,161,29,18.01%,18%
151,Kitchen,ROASTER,"$1,500.00 ",$80.65 ,OSTER,BLACK,KIOSBLROA,303,69,22.77%,23%
162,Kitchen,ROASTER,"$1,000.00 ",$53.76 ,BLACK & DECKER,BLACK,KIBLBLROA,305,79,25.90%,26%
152,Kitchen,STOVE,"$6,500.00 ",$349.46 ,OSTER,GREY,KIOSGRSTO,170,33,19.41%,19%
158,Kitchen,STOVE,"$7,000.00 ",$376.34 ,MABE,WHITE,KIMAWHSTO,152,52,34.21%,34%
166,Kitchen,STOVE,"$12,000.00 ",$645.16 ,ACROS,GREY,KIACGRSTO,186,59,31.72%,32%
171,Kitchen,STOVE,"$14,900.00 ",$801.08 ,WHIRPOOL,GREY,KIWHGRSTO,197,15,7.61%,8%
175,Kitchen,STOVE,"$15,000.00 ",$806.45 ,GENERAL ELECTRIC,WHITE,KIGEWHSTO,205,63,30.73%,31%
180,Drinks,ROSALIA,$21.00 ,$1.13 ,COCACOLA COMPANY,N/A,DRCON/ROS,115,47,40.87%,41%
181,Drinks,LIGHT,$21.00 ,$1.13 ,COCACOLA COMPANY,N/A,DRCON/LIG,200,10,5.00%,5%
182,Drinks,ZERO,$22.00 ,$1.18 ,COCACOLA COMPANY,N/A,DRCON/ZER,323,1,0.31%,0%
183,Drinks,ORIGINAL,$20.00 ,$1.08 ,COCACOLA COMPANY,N/A,DRCON/ORI,169,26,15.38%,15%
184,Drinks,MILK,$30.00 ,$1.61 ,COCACOLA COMPANY,N/A,DRCON/MIL,174,43,24.71%,25%
185,Drinks,LMILK,$35.00 ,$1.88 ,COCACOLA COMPANY,N/A,DRCON/LMI,222,9,4.05%,4%
186,Drinks,DLMILK,$34.00 ,$1.83 ,COCACOLA COMPANY,N/A,DRCON/DLM,348,23,6.61%,7%
187,Drinks,FMILK,$35.00 ,$1.88 ,COCACOLA COMPANY,N/A,DRCON/FMI,236,4,1.69%,2%
188,Drinks,MINERAL WATER,$23.00 ,$1.24 ,COCACOLA COMPANY,N/A,DRCON/MIN,278,71,25.54%,26%
189,Drinks,CIEL WATER,$49.00 ,$2.63 ,COCACOLA COMPANY,N/A,DRCON/CIE,198,58,29.29%,29%
190,Drinks,400ML,$32.00 ,$1.72 ,PERRIER,N/A,DRPEN/400,173,32,18.50%,18%
191,Drinks,750ML,$45.00 ,$2.42 ,PERRIER,N/A,DRPEN/750,114,48,42.11%,42%
192,Drinks,LIGHT,$19.00 ,$1.02 ,PEPSI,N/A,DRPEN/LIG,288,16,5.56%,6%
193,Drinks,ORIGINAL,$18.00 ,$0.97 ,PEPSI,N/A,DRPEN/ORI,138,76,55.07%,55%
194,Drinks,FANTA,$18.00 ,$0.97 ,PEPSI,N/A,DRPEN/FAN,238,47,19.75%,20%
195,Drinks,7UP,$18.00 ,$0.97 ,PEPSI,N/A,DRPEN/7UP,254,16,6.30%,6%
196,Drinks,CORONA,$22.00 ,$1.18 ,MOCTEZUMA,N/A,DRMON/COR,310,14,4.52%,5%
197,Drinks,STELLA,$35.00 ,$1.88 ,MOCTEZUMA,N/A,DRMON/STE,166,75,45.18%,45%
198,Drinks,VICTORIA,$30.00 ,$1.61 ,MOCTEZUMA,N/A,DRMON/VIC,302,97,32.12%,32%
199,Drinks,MODELO,$31.00 ,$1.67 ,MOCTEZUMA,N/A,DRMON/MOD,214,72,33.64%,34%
200,Drinks,1LORANGE,$30.00 ,$1.61 ,DEL VALLE,N/A,DRDEN/1LO,162,78,48.15%,48%
201,Drinks,1LPINEAPPLE,$30.00 ,$1.61 ,DEL VALLE,N/A,DRDEN/1LP,165,33,20.00%,20%
202,Drinks,1LAPPLE,$30.00 ,$1.61 ,DEL VALLE,N/A,DRDEN/1LA,178,98,55.06%,55%
203,Drinks,1LYAPPLE,$30.00 ,$1.61 ,DEL VALLE,N/A,DRDEN/1LY,109,25,22.94%,23%
204,Drinks,1LGRAPE,$30.00 ,$1.61 ,DEL VALLE,N/A,DRDEN/1LG,285,91,31.93%,32%
205,Drinks,1LORANGE,$33.00 ,$1.77 ,JUMEX,N/A,DRJUN/1LO,167,53,31.74%,32%
206,Drinks,1LPINEAPPLE,$33.00 ,$1.77 ,JUMEX,N/A,DRJUN/1LP,156,43,27.56%,28%
207,Drinks,1LAPPLE,$33.00 ,$1.77 ,JUMEX,N/A,DRJUN/1LA,181,95,52.49%,52%
208,Drinks,1LYAPPLE,$33.00 ,$1.77 ,JUMEX,N/A,DRJUN/1LY,316,33,10.44%,10%
209,Drinks,1LGRAPE,$33.00 ,$1.77 ,JUMEX,N/A,DRJUN/1LG,139,37,26.62%,27%
210,Food,12EGGS,$44.00 ,$2.37 ,BACHOCO,N/A,FOBAN/12E,229,24,10.48%,10%
211,Food,30EGGS,$93.00 ,$5.00 ,BACHOCO,N/A,FOBAN/30E,213,4,1.88%,2%
212,Food,12REGGS,$18.00 ,$0.97 ,BACHOCO,N/A,FOBAN/12R,243,41,16.87%,17%
213,Food,12EGGS,$35.00 ,$1.88 ,SAN JUAN,N/A,FOSAN/12E,277,90,32.49%,32%
214,Food,30EGGS,$75.00 ,$4.03 ,SAN JUAN,N/A,FOSAN/30E,165,33,20.00%,20%
215,Food,12REGGS,$38.00 ,$2.04 ,SAN JUAN,N/A,FOSAN/12R,293,47,16.04%,16%
216,Food,30REGGS,$81.00 ,$4.35 ,SAN JUAN,N/A,FOSAN/30R,327,58,17.74%,18%
217,Food,30REGGS,$99.00 ,$5.32 ,BACHOCO,N/A,FOBAN/30R,169,81,47.93%,48%
